Transaction_ID,Customer_ID,Customer_Name,Customer_Email,Gender,Province,Order_Date,Load_Timestamp,Product_Category,Quantity,Unit_Price,Discount_Rate,Transaction_Amount,Payment_Method,Order_Status,Is_Promotion,Customer_Email_Was_Missing,Province_Was_Missing,Order_Date_Parse_Method,Order_Date_Was_Imputed,Quantity_Was_Invalid,Expected_Amount,Amount_Diff,Accuracy_Flag,Order_Status_Was_Invalid,Outlier_Flag_Before_Capping,Load_Delay_Hours,Is_Late_Load
T000141,C0116,Boss Wongsa,boss.wongsa116@example.com,F,Chonburi,2026-06-19,2026-06-19 06:00:00,Food,4,98.35,0.0,393.4,Credit Card,Cancelled,N,False,False,UNPARSEABLE,True,False,393.4,0.0,False,False,False,6.0,False
T000476,C0081,Film Srisawat,film.srisawat81@example.com,M,Chonburi,2026-03-20,2026-03-20 09:00:00,Food,4,432.12,0.0,1728.48,Bank Transfer,Processing,N,False,False,MM_DD_YYYY_unambiguous,False,False,1728.48,0.0,False,False,False,9.0,False
T000433,C0007,Jane Saelim,jane.saelim7@example.com,M,Chiang Mai,2026-02-11,2026-02-11 17:00:00,Food,6,225.36,0.05,1284.55,PromptPay,Processing,Y,False,False,ISO_format,False,False,1284.552,0.0019999999999527063,False,False,False,17.0,False
T000589,C0029,Aom Pattanakul,aom.pattanakul29@example.com,F,Bangkok,2026-03-21,2026-03-21 08:00:00,Food,6,131.69,0.05,750.63,Cash on Delivery,Completed,N,False,False,ISO_format,False,False,750.6329999999999,0.0029999999999290594,False,False,False,8.0,False
T000565,C0086,Korn Dechawat,korn.dechawat86@example.com,F,Nakhon Ratchasima,2026-05-26,2026-05-26 10:00:00,Electronics,5,83.16,0.0,415.8,Credit Card,Returned,N,False,False,ISO_format,False,False,415.79999999999995,5.684341886080802e-14,False,False,False,10.0,False
T000598,C0060,Tee Maneerat,tee.maneerat60@example.com,M,Rayong,2026-04-07,2026-04-07 10:00:00,Sports,4,486.91,0.05,1850.26,Credit Card,Completed,N,False,False,ISO_format,False,False,1850.258,0.0019999999999527063,False,False,False,10.0,False
T000277,C0085,Aom Thongdee,aom.thongdee85@example.com,F,Chiang Mai,2026-02-11,2026-02-11 12:00:00,Food,3,282.28,0.05,804.5,Cash on Delivery,Completed,N,False,False,ISO_format,False,False,804.4979999999999,0.002000000000066393,False,False,False,12.0,False
T000344,C0116,Boss Wongsa,boss.wongsa116@example.com,F,Chonburi,2026-01-14,2026-01-14 07:00:00,Sports,3,202.84,0.0,608.52,Credit Card,Processing,N,False,False,ISO_format,False,False,608.52,0.0,False,False,False,7.0,False
T000129,C0079,Mook Srisawat,mook.srisawat79@example.com,F,Chanthaburi,2026-04-15,2026-04-15 11:00:00,Electronics,3,105.51,0.1,284.88,PromptPay,Cancelled,N,False,False,ISO_format,False,False,284.877,0.002999999999985903,False,False,False,11.0,False
T000044,C0173,Tee Wongsa,tee.wongsa173@example.com,M,Phuket,2026-01-26,2026-01-26 02:00:00,Beauty,5,273.16,0.2,1092.64,Cash on Delivery,Completed,N,False,False,DD_MM_YYYY_unambiguous,False,False,1092.64,0.0,False,False,False,2.0,False
T000293,C0076,Pim Phromla,pim.phromla76@example.com,M,Chanthaburi,2026-02-18,2026-02-20 01:00:00,Electronics,6,297.28,0.05,1694.5,Bank Transfer,Processing,N,False,False,ISO_format,False,False,1694.4959999999999,0.004000000000132786,False,False,False,49.0,True
T000146,C0132,Fah Saelim,fah.saelim132@example.com,M,Khon Kaen,2026-01-16,2026-01-16 02:00:00,Food,3,119.99,0.1,323.97,PromptPay,Returned,N,False,False,ISO_format,False,False,323.97299999999996,0.0029999999999290594,False,False,False,2.0,False
T000559,C0038,Boss Kittikul,boss.kittikul38@example.com,F,Nakhon Ratchasima,2026-05-19,2026-05-19 03:00:00,Electronics,4,385.46,0.05,1407.15,Bank Transfer,Returned,N,False,False,MM_DD_YYYY_unambiguous,False,False,1464.7479999999998,57.59799999999973,True,False,False,3.0,False
T000082,C0145,Tee Srisawat,tee.srisawat145@example.com,M,Nakhon Ratchasima,2026-02-22,2026-02-22 17:00:00,Electronics,4,213.82,0.0,855.28,Cash on Delivery,Processing,N,False,False,ISO_format,False,False,855.28,0.0,False,False,False,17.0,False
T000368,C0179,Jane Chaiyo,jane.chaiyo179@example.com,F,Chanthaburi,2026-04-12,2026-04-12 01:00:00,Electronics,6,147.75,0.0,886.5,PromptPay,Processing,N,False,False,DD_MM_YYYY_by_load_ts,True,False,886.5,0.0,False,False,False,1.0,False
T000353,C0109,Jane Thongdee,unknown_C0109@unknown.local,F,Bangkok,2026-04-16,2026-04-16 04:00:00,Electronics,6,143.3,0.0,859.8,PromptPay,Cancelled,N,True,False,ISO_format,False,False,859.8000000000001,1.1368683772161603e-13,False,False,False,4.0,False
T000505,C0173,Tee Wongsa,tee.wongsa173@example.com,M,Phuket,2026-04-14,2026-04-14 17:00:00,Beauty,5,258.8,0.0,1294.0,Credit Card,Processing,N,False,False,DD_MM_YYYY_unambiguous,False,False,1294.0,0.0,False,False,False,17.0,False
T000571,C0085,Aom Thongdee,aom.thongdee85@example.com,F,Chiang Mai,2026-01-17,2026-01-20 13:00:00,Food,4,236.68,0.0,946.72,Cash on Delivery,Completed,N,False,False,DD_MM_YYYY_unambiguous,False,False,946.72,0.0,False,False,False,85.0,True
T000599,C0039,Beam Boonmee,beam.boonmee39@example.com,M,Rayong,2026-01-01,2026-01-01 07:00:00,Sports,1,470.07,0.15,318.43,Credit Card,Returned,N,False,False,ISO_format,False,False,399.55949999999996,81.12949999999995,True,False,False,7.0,False
T000074,C0022,Film Kittikul,film.kittikul22@example.com,F,Nakhon Ratchasima,2026-06-12,2026-06-12 08:00:00,Beauty,6,166.19,0.1,897.43,PromptPay,Returned,Y,False,False,ISO_format,False,False,897.426,0.0039999999999054126,False,False,False,8.0,False
T000205,C0134,Pim Wongsa,unknown_C0134@unknown.local,M,Chanthaburi,2026-06-28,2026-06-28 16:00:00,Food,6,247.3,0.0,1483.8,Cash on Delivery,Cancelled,N,True,False,ISO_format,False,False,1483.8000000000002,2.2737367544323206e-13,False,False,False,16.0,False
T000070,C0062,Beam Rattanakul,unknown_C0062@unknown.local,M,Bangkok,2026-03-31,2026-03-31 08:00:00,Beauty,6,210.09,0.0,1260.54,Credit Card,Completed,N,True,False,DD_MM_YYYY_unambiguous,False,False,1260.54,0.0,False,False,False,8.0,False
T000130,C0093,Bank Thongdee,bank.thongdee93@example.com,F,Khon Kaen,2026-01-06,2026-01-06 08:00:00,Sports,3,162.6,0.1,439.02,PromptPay,Cancelled,N,False,False,DD_MM_YYYY_by_load_ts,True,False,439.02,0.0,False,False,False,8.0,False
T000411,C0056,Mint Maneerat,mint.maneerat56@example.com,M,Rayong,2026-01-09,2026-01-09 11:00:00,Beauty,5,268.07,0.0,1340.35,PromptPay,Cancelled,N,False,False,DD_MM_YYYY_by_load_ts,True,False,1340.35,0.0,False,False,False,11.0,False
T900007,C0149,May Pattanakul,may.pattanakul149@example.com,F,Chiang Mai,2026-04-03,2026-04-03 17:00:00,Fashion,2,218.01,0.1,392.42,Bank Transfer,Returned,N,False,False,UNPARSEABLE,True,False,392.418,0.0020000000000095497,False,False,False,17.0,False
T000116,C0145,Tee Srisawat,tee.srisawat145@example.com,M,Nakhon Ratchasima,2026-05-25,2026-05-25 06:00:00,Beauty,4,340.01,0.05,1292.04,Bank Transfer,Unknown,N,False,False,MM_DD_YYYY_unambiguous,False,False,1292.038,0.0019999999999527063,False,True,False,6.0,False
T000548,C0053,Jane Pattanakul,jane.pattanakul53@example.com,M,Nakhon Ratchasima,2026-01-08,2026-01-08 02:00:00,Beauty,4,77.7,0.0,310.8,Credit Card,Cancelled,N,False,False,DD_MM_YYYY_by_load_ts,True,False,310.8,0.0,False,False,False,2.0,False
T000211,C0150,Mook Chaiyo,mook.chaiyo150@example.com,F,Chiang Mai,2026-04-30,2026-04-30 05:00:00,Food,5,76.96,0.0,384.8,Credit Card,Cancelled,N,False,False,ISO_format,False,False,384.79999999999995,5.684341886080802e-14,False,False,False,5.0,False
T000558,C0033,Pim Srisawat,pim.srisawat33@example.com,M,Rayong,2026-06-27,2026-06-27 14:00:00,Electronics,2,89.22,0.0,115.33,Credit Card,Returned,N,False,False,ISO_format,False,False,178.44,63.11,True,False,False,14.0,False
T000531,C0125,May Lertprasert,may.lertprasert125@example.com,F,Rayong,2026-01-10,2026-01-10 10:00:00,Sports,1,103.51,0.15,87.98,PromptPay,Returned,N,False,False,ISO_format,False,False,87.9835,0.003500000000002501,False,False,False,10.0,False
T000250,C0011,Mint Rattanakul,mint.rattanakul11@example.com,F,Chanthaburi,2026-02-04,2026-02-04 19:00:00,Food,5,231.48,0.15,983.79,Cash on Delivery,Returned,N,False,False,MM_DD_YYYY_by_load_ts,True,False,983.7899999999998,1.1368683772161603e-13,False,False,False,19.0,False
T000179,C0034,Fah Pattanakul,fah.pattanakul34@example.com,M,Chiang Mai,2026-02-23,2026-02-23 15:00:00,Sports,6,87.78,0.0,526.68,Credit Card,Cancelled,N,False,False,ISO_format,False,False,526.6800000000001,1.1368683772161603e-13,False,False,False,15.0,False
T000105,C0086,Korn Dechawat,korn.dechawat86@example.com,F,Nakhon Ratchasima,2026-05-07,2026-05-07 08:00:00,Food,2,79.14,0.0,158.28,Credit Card,Processing,N,False,False,ISO_format,False,False,158.28,0.0,False,False,False,8.0,False
T000462,C0085,Aom Thongdee,aom.thongdee85@example.com,F,Unknown,2026-06-25,2026-06-25 18:00:00,Beauty,1,137.25,0.1,123.53,Cash on Delivery,Cancelled,N,False,True,MM_DD_YYYY_unambiguous,False,False,123.525,0.0049999999999954525,False,False,False,18.0,False
T000441,C0016,Korn Lertprasert,korn.lertprasert16@example.com,M,Unknown,2026-03-01,2026-03-01 13:00:00,Sports,2,211.65,0.15,359.81,Credit Card,Cancelled,N,False,True,ISO_format,False,False,359.805,0.0049999999999954525,False,False,False,13.0,False
T000118,C0024,Fah Boonmee,fah.boonmee24@example.com,F,Bangkok,2026-06-22,2026-06-22 01:00:00,Electronics,5,198.5,0.05,942.88,Cash on Delivery,Completed,N,False,False,ISO_format,False,False,942.875,0.0049999999999954525,False,False,False,1.0,False
T000050,C0122,Anan Wongsa,anan.wongsa122@example.com,M,Chanthaburi,2026-02-27,2026-02-27 15:00:00,Food,6,188.54,0.05,1074.68,PromptPay,Completed,N,False,False,MM_DD_YYYY_unambiguous,False,False,1074.6779999999999,0.00200000000018008,False,False,False,15.0,False
T000253,C0149,May Pattanakul,may.pattanakul149@example.com,F,Unknown,2026-04-21,2026-04-21 14:00:00,Electronics,6,166.88,0.15,851.09,Bank Transfer,Returned,N,False,True,ISO_format,False,False,851.088,0.002000000000066393,False,False,False,14.0,False
T000479,C0133,Gun Kittikul,unknown_C0133@unknown.local,F,Phuket,2026-05-28,2026-05-28 11:00:00,Home,6,98.7,0.1,382.34,PromptPay,Returned,N,True,False,MM_DD_YYYY_unambiguous,False,False,532.98,150.64000000000004,True,False,False,11.0,False
T000139,C0044,Gun Phromla,gun.phromla44@example.com,F,Chonburi,2026-05-24,2026-05-24 19:00:00,Electronics,4,172.46,0.15,586.36,PromptPay,Cancelled,N,False,False,DD_MM_YYYY_unambiguous,False,False,586.364,0.004000000000019099,False,False,False,19.0,False
T000300,C0176,Ploy Boonmee,ploy.boonmee176@example.com,M,Chanthaburi,2026-02-19,2026-02-19 17:00:00,Fashion,1,666.44,0.1,599.8,Bank Transfer,Completed,N,False,False,ISO_format,False,False,599.796,0.0039999999999054126,False,False,False,17.0,False
T000510,C0016,Korn Lertprasert,korn.lertprasert16@example.com,M,Khon Kaen,2026-02-12,2026-02-12 18:00:00,Beauty,3,116.82,0.0,350.46,Credit Card,Completed,N,False,False,ISO_format,False,False,350.46,0.0,False,False,False,18.0,False
T000171,C0166,Jane Srisawat,jane.srisawat166@example.com,F,Nakhon Ratchasima,2026-05-30,2026-05-30 17:00:00,Fashion,5,151.98,0.0,759.9,PromptPay,Cancelled,N,False,False,ISO_format,False,False,759.9,0.0,False,False,False,17.0,False
T000528,C0067,May Pattanakul,may.pattanakul67@example.com,M,Chonburi,2026-03-14,2026-03-14 16:00:00,Beauty,3,137.2,0.05,391.02,Cash on Delivery,Processing,N,False,False,ISO_format,False,False,391.0199999999999,5.684341886080802e-14,False,False,False,16.0,False
T900001,C0173,Tee Wongsa,tee.wongsa173@example.com,M,Phuket,2026-02-03,2026-02-03 03:00:00,Beauty,3,286.06,0.0,858.18,Bank Transfer,Returned,N,False,False,ISO_format,False,False,858.1800000000001,1.1368683772161603e-13,False,False,False,3.0,False
T000532,C0010,Beam Sukjai,beam.sukjai10@example.com,M,Phuket,2026-06-27,2026-06-27 06:00:00,Electronics,3,148.42,0.1,400.73,PromptPay,Cancelled,N,False,False,ISO_format,False,False,400.734,0.003999999999962256,False,False,False,6.0,False
T000498,C0149,May Pattanakul,may.pattanakul149@example.com,F,Unknown,2026-03-22,2026-03-22 11:00:00,Home,4,166.41,0.0,665.64,Bank Transfer,Processing,N,False,True,ISO_format,False,False,665.64,0.0,False,False,False,11.0,False
T000401,C0137,Film Boonmee,film.boonmee137@example.com,M,Khon Kaen,2026-06-10,2026-06-10 15:00:00,Fashion,1,488.78,0.2,391.02,Cash on Delivery,Processing,N,False,False,ISO_format,False,False,391.024,0.004000000000019099,False,False,False,15.0,False
T000102,C0004,Tee Dechawat,tee.dechawat4@example.com,M,Bangkok,2026-06-12,2026-06-14 18:00:00,Electronics,1,144.45,0.15,1227.8,Bank Transfer,Completed,Y,False,False,ISO_format,False,False,122.78249999999998,1105.0175,True,False,False,66.0,True
T000509,C0071,Aom Sukjai,aom.sukjai71@example.com,M,Chanthaburi,2026-03-08,2026-03-10 10:00:00,Beauty,3,90.67,0.0,272.01,Credit Card,Returned,N,False,False,ISO_format,False,False,272.01,0.0,False,False,False,58.0,True
T000464,C0103,Tee Phromla,tee.phromla103@example.com,F,Phuket,2026-01-19,2026-01-19 05:00:00,Food,6,260.38,0.05,1484.17,Credit Card,Cancelled,N,False,False,MM_DD_YYYY_unambiguous,False,False,1484.166,0.004000000000132786,False,False,False,5.0,False
T000354,C0152,Tee Dechawat,tee.dechawat152@example.com,M,Chanthaburi,2026-02-15,2026-02-15 19:00:00,Fashion,1,177.36,0.0,177.36,Bank Transfer,Completed,N,False,False,MM_DD_YYYY_unambiguous,False,False,177.36,0.0,False,False,False,19.0,False
T000358,C0069,Jane Saelim,jane.saelim69@example.com,M,Khon Kaen,2026-01-22,2026-01-22 04:00:00,Electronics,2,327.93,0.05,623.07,PromptPay,Cancelled,N,False,False,ISO_format,False,False,623.067,0.0030000000000427463,False,False,False,4.0,False
T000583,C0119,Boss Khamdee,boss.khamdee119@example.com,M,Khon Kaen,2026-05-03,2026-05-03 17:00:00,Fashion,1,149.8,0.2,119.84,Credit Card,Completed,N,False,False,ISO_format,False,False,119.84000000000002,1.4210854715202004e-14,False,False,False,17.0,False
T000542,C0104,May Srisawat,may.srisawat104@example.com,F,Chonburi,2026-02-28,2026-02-28 05:00:00,Sports,5,199.81,0.05,949.1,PromptPay,Completed,N,False,False,ISO_format,False,False,949.0975,0.0025000000000545697,False,False,False,5.0,False
T000183,C0001,Tee Saelim,tee.saelim1@example.com,F,Bangkok,2026-04-15,2026-04-15 09:00:00,Home,4,167.56,0.0,670.24,Bank Transfer,Processing,N,False,False,ISO_format,False,False,670.24,0.0,False,False,False,9.0,False
T000158,C0049,Gun Dechawat,gun.dechawat49@example.com,F,Nakhon Ratchasima,2026-02-13,2026-02-13 07:00:00,Food,6,175.83,0.1,949.48,PromptPay,Returned,N,False,False,ISO_format,False,False,949.4820000000001,0.002000000000066393,False,False,False,7.0,False
T000117,C0025,Mook Srisawat,mook.srisawat25@example.com,M,Nakhon Ratchasima,2026-02-28,2026-02-28 02:00:00,Fashion,5,202.7,0.2,694.33,PromptPay,Returned,N,False,False,ISO_format,False,False,810.8000000000001,116.47000000000003,True,False,False,2.0,False
T000213,C0013,Narin Wongsa,narin.wongsa13@example.com,F,Khon Kaen,2026-05-21,2026-05-25 19:00:00,Sports,5,284.47,0.1,1280.12,Cash on Delivery,Processing,N,False,False,ISO_format,False,False,1280.1150000000002,0.004999999999654392,False,False,False,115.0,True
T000577,C0007,Jane Saelim,jane.saelim7@example.com,M,Chiang Mai,2026-03-09,2026-03-09 03:00:00,Home,2,376.66,0.2,602.66,Cash on Delivery,Processing,Y,False,False,DD_MM_YYYY_by_load_ts,True,False,602.6560000000001,0.0039999999999054126,False,False,False,3.0,False
T000203,C0070,Pim Chaiyo,pim.chaiyo70@example.com,M,Khon Kaen,2026-05-22,2026-05-22 19:00:00,Home,2,114.35,0.05,217.26,PromptPay,Processing,N,False,False,MM_DD_YYYY_unambiguous,False,False,217.265,0.0049999999999954525,False,False,False,19.0,False
T000320,C0017,Mook Rattanakul,mook.rattanakul17@example.com,F,Khon Kaen,2026-02-23,2026-02-23 17:00:00,Sports,6,333.51,0.0,2001.06,PromptPay,Processing,N,False,False,ISO_format,False,False,2001.06,0.0,False,False,False,17.0,False
T000315,C0029,Aom Pattanakul,aom.pattanakul29@example.com,F,Bangkok,2026-03-17,2026-03-17 12:00:00,Beauty,5,247.85,0.0,1239.25,Cash on Delivery,Cancelled,N,False,False,MM_DD_YYYY_unambiguous,False,False,1239.25,0.0,False,False,False,12.0,False
T000410,C0172,Beam Saelim,beam.saelim172@example.com,F,Rayong,2026-02-05,2026-02-05 10:00:00,Food,2,64.3,0.1,115.74,PromptPay,Returned,N,False,False,ISO_format,False,False,115.74,0.0,False,False,False,10.0,False
T000121,C0141,Korn Phromla,korn.phromla141@example.com,M,Khon Kaen,2026-01-22,2026-01-22 07:00:00,Fashion,1,76.25,0.05,72.44,Cash on Delivery,Completed,N,False,False,DD_MM_YYYY_unambiguous,False,False,72.4375,0.0024999999999977263,False,False,False,7.0,False
T000210,C0044,Gun Phromla,gun.phromla44@example.com,F,Chonburi,2026-03-28,2026-03-28 02:00:00,Electronics,6,213.42,0.15,1088.44,Bank Transfer,Completed,N,False,False,ISO_format,False,False,1088.442,0.0019999999999527063,False,False,False,2.0,False
T000319,C0123,Ploy Khamdee,ploy.khamdee123@example.com,F,Chanthaburi,2026-04-14,2026-04-14 11:00:00,Electronics,6,312.61,0.1,1688.09,Bank Transfer,Returned,N,False,False,ISO_format,False,False,1688.094,0.004000000000132786,False,False,False,11.0,False
T000352,C0081,Film Srisawat,film.srisawat81@example.com,M,Chonburi,2026-05-12,2026-05-12 01:00:00,Sports,1,316.91,0.0,316.91,PromptPay,Completed,N,False,False,ISO_format,False,False,316.91,0.0,False,False,False,1.0,False
T000292,C0080,May Kittikul,may.kittikul80@example.com,F,Khon Kaen,2026-06-24,2026-06-24 07:00:00,Fashion,2,299.01,0.1,538.22,Cash on Delivery,Cancelled,N,False,False,DD_MM_YYYY_unambiguous,False,False,538.218,0.002000000000066393,False,False,False,7.0,False
T000051,C0162,Aom Dechawat,aom.dechawat162@example.com,M,Rayong,2026-05-22,2026-05-22 15:00:00,Food,6,147.08,0.1,794.23,Cash on Delivery,Processing,N,False,False,ISO_format,False,False,794.2320000000001,0.002000000000066393,False,False,False,15.0,False
T000295,C0060,Tee Maneerat,tee.maneerat60@example.com,M,Rayong,2026-02-16,2026-02-16 13:00:00,Food,4,521.86,0.15,1774.32,Cash on Delivery,Completed,N,False,False,DD_MM_YYYY_unambiguous,False,False,1774.324,0.004000000000132786,False,False,False,13.0,False
T000027,C0173,Tee Wongsa,tee.wongsa173@example.com,M,Phuket,2026-06-13,2026-06-13 12:00:00,Home,3,254.83,0.0,764.49,Cash on Delivery,Processing,N,False,False,ISO_format,False,False,764.49,0.0,False,False,False,12.0,False
T000477,C0139,Gun Phromla,gun.phromla139@example.com,M,Nakhon Ratchasima,2026-03-19,2026-03-19 06:00:00,Fashion,5,73.37,0.0,366.85,Cash on Delivery,Returned,N,False,False,ISO_format,False,False,366.85,0.0,False,False,False,6.0,False
T000045,C0075,Ice Maneerat,ice.maneerat75@example.com,F,Bangkok,2026-05-30,2026-05-30 06:00:00,Home,3,347.59,0.1,938.49,Credit Card,Completed,N,False,False,DD_MM_YYYY_unambiguous,False,False,938.493,0.0030000000000427463,False,False,False,6.0,False
T000367,C0123,Ploy Khamdee,ploy.khamdee123@example.com,F,Chanthaburi,2026-06-16,2026-06-16 09:00:00,Food,5,227.44,0.1,1023.48,Cash on Delivery,Cancelled,N,False,False,ISO_format,False,False,1023.48,0.0,False,False,False,9.0,False
T000398,C0069,Jane Saelim,jane.saelim69@example.com,M,Khon Kaen,2026-05-15,2026-05-19 00:00:00,Food,5,205.91,0.0,1029.55,PromptPay,Cancelled,N,False,False,ISO_format,False,False,1029.55,0.0,False,False,False,96.0,True
T000327,C0048,Boss Dechawat,boss.dechawat48@example.com,F,Rayong,2026-03-12,2026-03-12 13:00:00,Food,2,180.15,0.15,306.25,Bank Transfer,Completed,N,False,False,ISO_format,False,False,306.255,0.0049999999999954525,False,False,False,13.0,False
T000555,C0019,Korn Dechawat,korn.dechawat19@example.com,M,Nakhon Ratchasima,2026-06-13,2026-06-15 01:00:00,Electronics,4,473.76,0.2,1516.03,Cash on Delivery,Returned,N,False,False,DD_MM_YYYY_unambiguous,False,False,1516.0320000000002,0.00200000000018008,False,False,False,49.0,True
T000090,C0109,Jane Thongdee,jane.thongdee109@example.com,F,Bangkok,2026-05-14,2026-05-14 04:00:00,Sports,4,255.94,0.0,1023.76,PromptPay,Returned,N,False,False,DD_MM_YYYY_unambiguous,False,False,1023.76,0.0,False,False,False,4.0,False
T000197,C0109,Jane Thongdee,jane.thongdee109@example.com,F,Bangkok,2026-02-02,2026-02-02 05:00:00,Home,2,210.54,0.0,421.08,Credit Card,Cancelled,N,False,False,ISO_format,False,False,421.08,0.0,False,False,False,5.0,False
T000107,C0087,May Sukjai,may.sukjai87@example.com,M,Chanthaburi,2026-06-13,2026-06-13 07:00:00,Home,4,125.39,0.0,501.56,Credit Card,Processing,N,False,False,ISO_format,False,False,501.56,0.0,False,False,False,7.0,False
T000569,C0086,Korn Dechawat,korn.dechawat86@example.com,F,Nakhon Ratchasima,2026-05-06,2026-05-06 19:00:00,Food,3,181.97,0.1,330.28,Bank Transfer,Cancelled,N,False,False,ISO_format,False,False,491.31899999999996,161.039,True,False,False,19.0,False
T000095,C0142,Ploy Maneerat,ploy.maneerat142@example.com,F,Chiang Mai,2026-05-09,2026-05-09 17:00:00,Electronics,6,571.14,0.0,2092.5,Cash on Delivery,Cancelled,N,False,False,ISO_format,False,False,3426.84,0.0,False,False,True,17.0,False
T000317,C0036,Film Maneerat,film.maneerat36@example.com,F,Chonburi,2026-03-30,2026-03-30 14:00:00,Beauty,6,159.05,0.0,954.3,Credit Card,Returned,N,False,False,DD_MM_YYYY_unambiguous,False,False,954.3000000000001,1.1368683772161603e-13,False,False,False,14.0,False
T000024,C0141,Korn Phromla,korn.phromla141@example.com,M,Khon Kaen,2026-04-17,2026-04-17 01:00:00,Sports,5,212.22,0.05,1008.04,Credit Card,Cancelled,N,False,False,MM_DD_YYYY_unambiguous,False,False,1008.0449999999998,0.004999999999881766,False,False,False,1.0,False
T000088,C0047,Ploy Saelim,ploy.saelim47@example.com,F,Khon Kaen,2026-04-11,2026-04-11 17:00:00,Electronics,3,383.05,0.0,1149.15,Bank Transfer,Returned,N,False,False,DD_MM_YYYY_by_load_ts,True,False,1149.15,0.0,False,False,False,17.0,False
T900011,C0047,Ploy  Saelim,ploy.saelim47@example.com,F,Khon Kaen,2026-05-18,2026-05-18 17:00:00,Home,2,149.97,0.05,284.94,Bank Transfer,Processing,N,False,False,ISO_format,False,False,284.943,0.002999999999985903,False,False,False,17.0,False
T000473,C0052,Gun Dechawat,gun.dechawat52@example.com,F,Rayong,2026-04-22,2026-04-22 02:00:00,Electronics,1,284.44,0.15,241.77,Cash on Delivery,Processing,N,False,False,ISO_format,False,False,241.774,0.003999999999990678,False,False,False,2.0,False
T000165,C0043,Beam Rattanakul,beam.rattanakul43@example.com,M,Bangkok,2026-06-07,2026-06-07 12:00:00,Sports,6,208.96,0.1,1128.38,Bank Transfer,Returned,N,False,False,ISO_format,False,False,1128.384,0.0039999999999054126,False,False,False,12.0,False
T000097,C0158,Nont Kittikul,nont.kittikul158@example.com,M,Nakhon Ratchasima,2026-01-05,2026-01-05 19:00:00,Food,4,175.75,0.0,703.0,Credit Card,Completed,N,False,False,ISO_format,False,False,703.0,0.0,False,False,False,19.0,False
